account_id;district_id;frequency;date;Account_type
2403;25;POPLATEK MESICNE;1996-02-20;Salary account
2404;8;POPLATEK MESICNE;1997-06-05;Savings account
2405;64;POPLATEK MESICNE;1997-02-27;NRI account
2406;5;POPLATEK MESICNE;1996-03-22;NRI account
2407;1;POPLATEK MESICNE;1996-07-21;NRI account
2408;26;POPLATEK MESICNE;1996-12-27;Salary account
2409;76;POPLATEK MESICNE;1996-02-13;NRI account
2410;54;POPLATEK MESICNE;1993-05-11;Salary account
2411;69;POPLATEK MESICNE;1993-06-27;NRI account
2413;33;POPLATEK MESICNE;1997-10-27;Savings account
2414;1;POPLATEK MESICNE;1995-01-19;Savings account
2415;16;POPLATEK MESICNE;1997-02-27;NRI account
2416;5;POPLATEK MESICNE;1996-01-23;Savings account
2417;44;POPLATEK MESICNE;1993-08-20;NRI account
2418;64;POPLATEK MESICNE;1996-10-29;Savings account
2419;24;POPLATEK MESICNE;1993-11-27;NRI account
2420;35;POPLATEK MESICNE;1996-06-25;Salary account
2421;18;POPLATEK MESICNE;1995-01-11;NRI account
2422;27;POPLATEK MESICNE;1997-08-29;Savings account
2423;30;POPLATEK MESICNE;1993-02-14;Savings account
2424;1;POPLATEK MESICNE;1995-10-13;Savings account
2425;41;POPLATEK MESICNE;1993-01-23;Salary account
2427;70;POPLATEK TYDNE;1993-10-08;NRI account
2428;72;POPLATEK MESICNE;1993-09-08;Salary account
2429;61;POPLATEK MESICNE;1993-02-06;NRI account
2430;3;POPLATEK MESICNE;1994-10-09;Salary account
2431;74;POPLATEK MESICNE;1995-02-23;Salary account
2432;8;POPLATEK MESICNE;1996-04-18;Salary account
2433;71;POPLATEK MESICNE;1993-02-19;Salary account
2434;17;POPLATEK MESICNE;1993-02-02;Salary account
2435;38;POPLATEK MESICNE;1993-11-01;Savings account
2436;67;POPLATEK MESICNE;1993-05-25;Savings account
2437;1;POPLATEK MESICNE;1995-12-04;Salary account
2438;71;POPLATEK MESICNE;1997-11-16;Salary account
2439;74;POPLATEK MESICNE;1996-08-13;Salary account
2440;19;POPLATEK MESICNE;1997-12-18;NRI account
2441;47;POPLATEK MESICNE;1996-12-22;Savings account
2442;14;POPLATEK MESICNE;1997-08-21;NRI account
2443;46;POPLATEK MESICNE;1997-06-25;Salary account
2444;76;POPLATEK MESICNE;1997-09-07;Savings account
2445;52;POPLATEK MESICNE;1996-07-07;NRI account
2446;3;POPLATEK MESICNE;1995-01-16;Savings account
2447;38;POPLATEK MESICNE;1997-07-14;Salary account
2448;23;POPLATEK MESICNE;1997-05-11;NRI account
2449;23;POPLATEK MESICNE;1997-08-05;Salary account
2450;48;POPLATEK MESICNE;1996-04-10;Savings account
2451;54;POPLATEK MESICNE;1997-04-29;NRI account
2452;1;POPLATEK MESICNE;1997-07-14;Savings account
2453;1;POPLATEK MESICNE;1993-03-08;NRI account
2454;8;POPLATEK MESICNE;1994-05-07;NRI account
2455;30;POPLATEK MESICNE;1997-02-06;Savings account
2456;65;POPLATEK MESICNE;1995-09-09;Savings account
2457;76;POPLATEK MESICNE;1993-11-11;Savings account
2458;40;POPLATEK TYDNE;1993-03-14;Salary account
2459;55;POPLATEK MESICNE;1997-09-10;Savings account
2460;1;POPLATEK MESICNE;1993-11-22;NRI account
2461;1;POPLATEK MESICNE;1997-09-28;Salary account
2463;56;POPLATEK MESICNE;1994-10-11;Savings account
2464;33;POPLATEK PO OBRATU;1993-07-02;NRI account
2465;57;POPLATEK MESICNE;1996-10-06;Savings account
2466;39;POPLATEK MESICNE;1997-04-11;Salary account
2467;33;POPLATEK MESICNE;1993-05-29;NRI account
2468;4;POPLATEK MESICNE;1996-07-13;Savings account
2469;11;POPLATEK MESICNE;1996-02-05;Savings account
2470;16;POPLATEK MESICNE;1994-07-23;Savings account
2471;6;POPLATEK MESICNE;1994-07-03;NRI account
2472;60;POPLATEK MESICNE;1994-02-08;Savings account
2473;14;POPLATEK MESICNE;1996-02-16;Salary account
2474;33;POPLATEK MESICNE;1996-04-20;Savings account
2475;17;POPLATEK MESICNE;1996-10-13;Savings account
2476;32;POPLATEK MESICNE;1993-12-12;Salary account
2477;11;POPLATEK MESICNE;1997-02-11;NRI account
2479;18;POPLATEK MESICNE;1993-10-09;NRI account
2480;35;POPLATEK MESICNE;1997-09-07;NRI account
2481;1;POPLATEK MESICNE;1995-10-28;Savings account
2482;1;POPLATEK MESICNE;1994-02-23;Savings account
2483;1;POPLATEK MESICNE;1996-09-29;Salary account
2484;74;POPLATEK MESICNE;1993-01-03;Salary account
2485;41;POPLATEK MESICNE;1997-08-18;Salary account
2486;1;POPLATEK MESICNE;1993-02-27;Salary account
2487;42;POPLATEK MESICNE;1995-10-22;Salary account
2488;5;POPLATEK MESICNE;1993-04-06;NRI account
2489;72;POPLATEK MESICNE;1993-03-09;Salary account
2490;22;POPLATEK MESICNE;1995-02-21;NRI account
2491;76;POPLATEK MESICNE;1996-03-01;NRI account
2492;73;POPLATEK MESICNE;1997-09-01;Savings account
2493;62;POPLATEK MESICNE;1993-03-29;NRI account
2494;74;POPLATEK MESICNE;1994-04-23;NRI account
2495;70;POPLATEK MESICNE;1997-03-19;NRI account
2496;51;POPLATEK MESICNE;1994-05-21;Savings account
2497;65;POPLATEK MESICNE;1993-03-16;Salary account
2498;40;POPLATEK MESICNE;1996-03-01;Salary account
2499;2;POPLATEK MESICNE;1996-02-08;Savings account
2500;61;POPLATEK MESICNE;1995-10-26;Savings account
2501;30;POPLATEK MESICNE;1994-02-26;NRI account
2502;32;POPLATEK MESICNE;1996-10-21;Savings account
2503;1;POPLATEK MESICNE;1993-03-05;NRI account
2504;16;POPLATEK MESICNE;1993-12-09;NRI account
2505;60;POPLATEK MESICNE;1996-05-16;Salary account
2506;22;POPLATEK PO OBRATU;1996-07-12;NRI account
2507;62;POPLATEK MESICNE;1996-12-28;Salary account
2508;34;POPLATEK MESICNE;1993-03-14;Salary account
2509;43;POPLATEK MESICNE;1997-06-13;Savings account
2510;61;POPLATEK MESICNE;1993-08-28;Savings account
2511;40;POPLATEK MESICNE;1994-05-01;Salary account
2513;70;POPLATEK MESICNE;1993-07-22;Salary account
2514;16;POPLATEK MESICNE;1995-08-13;NRI account
2515;64;POPLATEK MESICNE;1995-10-24;Salary account
2516;6;POPLATEK MESICNE;1995-11-16;Salary account
2517;55;POPLATEK PO OBRATU;1996-11-10;Savings account
2519;4;POPLATEK MESICNE;1993-01-15;NRI account
2520;18;POPLATEK MESICNE;1995-07-25;Salary account
2521;63;POPLATEK MESICNE;1995-05-19;Salary account
2522;36;POPLATEK MESICNE;1996-01-21;Savings account
2523;10;POPLATEK MESICNE;1993-05-11;Salary account
2524;1;POPLATEK MESICNE;1994-12-19;Savings account
2525;45;POPLATEK MESICNE;1995-05-08;Savings account
2526;16;POPLATEK MESICNE;1996-07-04;NRI account
2527;38;POPLATEK MESICNE;1993-03-19;Salary account
2528;65;POPLATEK MESICNE;1993-03-25;Salary account
2530;74;POPLATEK MESICNE;1996-07-02;Savings account
2531;51;POPLATEK MESICNE;1996-12-21;Savings account
2532;38;POPLATEK MESICNE;1996-12-24;NRI account
2533;49;POPLATEK MESICNE;1995-06-27;Savings account
2534;61;POPLATEK MESICNE;1993-06-03;Salary account
2535;61;POPLATEK MESICNE;1997-01-21;Salary account
2536;41;POPLATEK MESICNE;1994-10-28;NRI account
2537;27;POPLATEK MESICNE;1997-02-09;Salary account
2538;42;POPLATEK MESICNE;1994-01-30;Savings account
2539;24;POPLATEK MESICNE;1997-04-24;Salary account
2540;54;POPLATEK MESICNE;1995-04-01;Savings account
2541;57;POPLATEK MESICNE;1994-11-08;Salary account
2542;21;POPLATEK MESICNE;1993-08-07;NRI account
2543;68;POPLATEK MESICNE;1993-02-13;Savings account
2544;38;POPLATEK MESICNE;1996-12-04;Savings account
2545;1;POPLATEK MESICNE;1996-12-04;Savings account
2546;1;POPLATEK MESICNE;1994-12-08;NRI account
2547;74;POPLATEK MESICNE;1995-04-28;Savings account
2548;57;POPLATEK MESICNE;1996-01-06;NRI account
2549;74;POPLATEK MESICNE;1993-11-12;Salary account
2550;67;POPLATEK MESICNE;1995-11-11;NRI account
2551;5;POPLATEK MESICNE;1996-02-08;Salary account
2552;52;POPLATEK MESICNE;1993-07-01;Salary account
2553;41;POPLATEK MESICNE;1995-07-24;NRI account
2554;36;POPLATEK MESICNE;1993-06-18;Salary account
2555;53;POPLATEK MESICNE;1993-03-10;NRI account
2556;46;POPLATEK MESICNE;1997-10-19;Savings account
2557;40;POPLATEK MESICNE;1993-11-17;Savings account
2558;46;POPLATEK MESICNE;1997-08-04;Savings account
2559;32;POPLATEK MESICNE;1995-06-01;NRI account
2560;15;POPLATEK MESICNE;1997-06-20;Savings account
2561;59;POPLATEK MESICNE;1996-09-29;NRI account
2562;35;POPLATEK MESICNE;1995-08-15;Savings account
2563;48;POPLATEK MESICNE;1995-01-17;NRI account
2564;36;POPLATEK MESICNE;1997-06-03;Salary account
2565;74;POPLATEK MESICNE;1995-10-04;Savings account
2566;48;POPLATEK MESICNE;1993-01-27;Savings account
2567;17;POPLATEK MESICNE;1996-01-07;Salary account
2568;17;POPLATEK MESICNE;1994-03-02;NRI account
2569;2;POPLATEK MESICNE;1994-06-10;Salary account
2570;1;POPLATEK MESICNE;1995-12-19;Savings account
2571;61;POPLATEK MESICNE;1997-01-15;Savings account
2572;64;POPLATEK PO OBRATU;1994-11-13;Savings account
2573;4;POPLATEK MESICNE;1996-07-16;Salary account
2574;68;POPLATEK MESICNE;1993-02-02;Salary account
2575;72;POPLATEK MESICNE;1997-04-13;NRI account
2576;1;POPLATEK MESICNE;1993-09-02;NRI account
2577;7;POPLATEK MESICNE;1995-07-30;NRI account
2578;54;POPLATEK MESICNE;1996-03-25;Savings account
2579;24;POPLATEK MESICNE;1997-10-18;Savings account
2580;60;POPLATEK MESICNE;1995-11-09;NRI account
2581;72;POPLATEK MESICNE;1993-03-11;Salary account
2582;28;POPLATEK MESICNE;1993-11-01;NRI account
2583;62;POPLATEK MESICNE;1993-05-11;NRI account
2584;50;POPLATEK MESICNE;1993-07-08;NRI account
2585;75;POPLATEK MESICNE;1993-02-10;NRI account
2586;57;POPLATEK MESICNE;1997-04-16;Salary account
2587;1;POPLATEK MESICNE;1997-07-25;Salary account
2588;5;POPLATEK MESICNE;1993-12-04;NRI account
2589;10;POPLATEK MESICNE;1996-12-04;Salary account
2590;47;POPLATEK MESICNE;1996-12-04;Salary account
2591;1;POPLATEK MESICNE;1996-05-06;NRI account
2592;69;POPLATEK MESICNE;1993-09-01;Salary account
2593;5;POPLATEK MESICNE;1996-07-06;Savings account
2594;19;POPLATEK PO OBRATU;1997-05-03;NRI account
2595;1;POPLATEK MESICNE;1997-08-17;NRI account
2596;1;POPLATEK MESICNE;1994-09-02;NRI account
2597;31;POPLATEK MESICNE;1997-03-16;NRI account
2598;1;POPLATEK MESICNE;1996-03-14;NRI account
2599;48;POPLATEK MESICNE;1993-04-20;NRI account
2600;1;POPLATEK MESICNE;1996-02-13;Savings account
2601;70;POPLATEK MESICNE;1996-11-24;NRI account
2602;46;POPLATEK MESICNE;1996-06-17;NRI account
2603;9;POPLATEK MESICNE;1996-06-14;Salary account
2604;68;POPLATEK MESICNE;1996-07-04;NRI account
2605;21;POPLATEK MESICNE;1996-01-10;Savings account
2606;1;POPLATEK MESICNE;1994-07-27;NRI account
2607;1;POPLATEK MESICNE;1997-08-19;NRI account
2608;19;POPLATEK MESICNE;1995-08-09;Savings account
2609;73;POPLATEK MESICNE;1993-05-03;Salary account
2610;54;POPLATEK MESICNE;1996-12-20;Savings account
2611;1;POPLATEK MESICNE;1996-03-06;Salary account
2612;1;POPLATEK MESICNE;1997-04-29;NRI account
2613;26;POPLATEK MESICNE;1993-10-03;Savings account
2614;44;POPLATEK MESICNE;1996-09-11;Savings account
2615;68;POPLATEK MESICNE;1994-07-17;Savings account
2616;1;POPLATEK MESICNE;1993-08-17;Salary account
2617;1;POPLATEK MESICNE;1993-09-24;Salary account
2618;60;POPLATEK MESICNE;1993-03-21;NRI account
2619;20;POPLATEK MESICNE;1996-05-13;Salary account
2620;22;POPLATEK MESICNE;1993-08-03;Salary account
2621;55;POPLATEK MESICNE;1995-10-29;NRI account
2622;1;POPLATEK MESICNE;1996-08-21;Savings account
2623;58;POPLATEK MESICNE;1993-10-09;NRI account
2624;31;POPLATEK MESICNE;1996-03-28;Savings account
2625;48;POPLATEK TYDNE;1996-07-09;Salary account
2627;76;POPLATEK MESICNE;1994-10-02;Savings account
2628;64;POPLATEK PO OBRATU;1994-02-06;Savings account
2629;66;POPLATEK MESICNE;1996-09-10;NRI account
2630;64;POPLATEK MESICNE;1995-12-21;Salary account
2631;1;POPLATEK MESICNE;1996-03-29;Savings account
2632;24;POPLATEK MESICNE;1993-01-02;NRI account
2633;25;POPLATEK MESICNE;1996-03-14;Salary account
2634;45;POPLATEK MESICNE;1997-10-08;Savings account
2635;27;POPLATEK MESICNE;1996-02-04;NRI account
2636;18;POPLATEK MESICNE;1996-11-26;Savings account
2637;70;POPLATEK MESICNE;1997-01-01;Savings account
2638;5;POPLATEK MESICNE;1994-06-02;NRI account
2639;17;POPLATEK MESICNE;1993-04-26;Salary account
2640;1;POPLATEK MESICNE;1996-09-21;Savings account
2641;7;POPLATEK MESICNE;1993-05-02;NRI account
2642;68;POPLATEK MESICNE;1995-06-05;NRI account
2644;1;POPLATEK MESICNE;1997-08-08;NRI account
2645;54;POPLATEK MESICNE;1993-05-22;Savings account
2646;6;POPLATEK MESICNE;1997-07-24;Salary account
2647;73;POPLATEK MESICNE;1993-02-08;Salary account
2648;51;POPLATEK MESICNE;1993-04-13;NRI account
2649;2;POPLATEK MESICNE;1993-09-08;Salary account
2650;72;POPLATEK MESICNE;1996-03-26;NRI account
2651;2;POPLATEK MESICNE;1993-03-21;Savings account
2652;1;POPLATEK MESICNE;1996-07-22;Savings account
2653;66;POPLATEK MESICNE;1997-01-08;NRI account
2654;56;POPLATEK MESICNE;1994-07-21;NRI account
2655;1;POPLATEK MESICNE;1996-09-07;NRI account
2656;1;POPLATEK MESICNE;1997-02-18;Salary account
2657;55;POPLATEK MESICNE;1996-10-07;Savings account
2658;27;POPLATEK MESICNE;1997-11-14;Salary account
2659;14;POPLATEK MESICNE;1996-03-30;NRI account
2660;1;POPLATEK TYDNE;1993-10-17;Salary account
2661;1;POPLATEK MESICNE;1997-02-25;NRI account
2662;71;POPLATEK MESICNE;1994-05-24;Savings account
2663;64;POPLATEK MESICNE;1995-01-25;NRI account
2664;58;POPLATEK MESICNE;1994-01-20;Savings account
2665;61;POPLATEK MESICNE;1993-11-13;Savings account
2666;49;POPLATEK MESICNE;1993-03-08;Salary account
2667;23;POPLATEK MESICNE;1993-10-23;Savings account
2668;21;POPLATEK MESICNE;1997-05-20;NRI account
2670;13;POPLATEK MESICNE;1993-01-27;Salary account
2671;1;POPLATEK MESICNE;1993-09-15;Salary account
2672;59;POPLATEK MESICNE;1997-03-14;NRI account
2673;34;POPLATEK MESICNE;1994-01-04;Savings account
2674;50;POPLATEK MESICNE;1995-10-10;Savings account
2675;1;POPLATEK MESICNE;1994-02-19;Savings account
2676;73;POPLATEK MESICNE;1993-01-22;Savings account
2677;5;POPLATEK MESICNE;1996-08-28;Savings account
2678;1;POPLATEK MESICNE;1997-07-15;Salary account
2679;67;POPLATEK MESICNE;1997-07-24;Salary account
2680;46;POPLATEK MESICNE;1995-03-03;NRI account
2681;28;POPLATEK MESICNE;1995-01-19;Salary account
2684;7;POPLATEK MESICNE;1997-09-10;Salary account
2685;67;POPLATEK MESICNE;1996-11-01;NRI account
2686;26;POPLATEK MESICNE;1996-01-11;Savings account
2687;76;POPLATEK MESICNE;1993-07-01;NRI account
2688;72;POPLATEK MESICNE;1995-02-20;Savings account
2689;70;POPLATEK MESICNE;1997-01-01;Salary account
2690;66;POPLATEK MESICNE;1997-03-19;Savings account
2691;69;POPLATEK MESICNE;1993-09-08;NRI account
2692;28;POPLATEK MESICNE;1995-12-08;NRI account
2693;17;POPLATEK MESICNE;1997-11-17;NRI account
2694;7;POPLATEK MESICNE;1993-03-08;Savings account
2695;16;POPLATEK MESICNE;1993-09-16;Savings account
2696;1;POPLATEK MESICNE;1997-01-19;NRI account
2697;8;POPLATEK MESICNE;1993-06-26;Savings account
2698;49;POPLATEK MESICNE;1997-05-21;NRI account
2699;73;POPLATEK MESICNE;1996-12-25;NRI account
2700;74;POPLATEK MESICNE;1993-11-08;Savings account
2701;71;POPLATEK MESICNE;1993-07-27;Savings account
2702;74;POPLATEK MESICNE;1996-02-01;Salary account
2703;61;POPLATEK MESICNE;1997-10-28;Savings account
2705;63;POPLATEK PO OBRATU;1993-07-05;Salary account
2706;47;POPLATEK MESICNE;1996-06-23;Savings account
2707;61;POPLATEK MESICNE;1994-11-27;Savings account
2708;1;POPLATEK MESICNE;1996-03-25;Savings account
2709;2;POPLATEK MESICNE;1996-10-18;Savings account
2710;12;POPLATEK MESICNE;1996-06-12;Savings account
2711;58;POPLATEK MESICNE;1993-05-19;NRI account
2712;9;POPLATEK MESICNE;1993-03-12;Salary account
2713;26;POPLATEK MESICNE;1994-04-03;Salary account
2714;1;POPLATEK MESICNE;1993-01-30;Salary account
2715;42;POPLATEK MESICNE;1997-10-06;Salary account
2716;66;POPLATEK MESICNE;1996-01-08;Savings account
2717;74;POPLATEK MESICNE;1996-07-25;Salary account
2718;29;POPLATEK MESICNE;1995-02-05;Salary account
2719;10;POPLATEK MESICNE;1996-02-08;NRI account
2720;2;POPLATEK TYDNE;1997-06-16;NRI account
2721;74;POPLATEK MESICNE;1997-11-14;NRI account
2722;69;POPLATEK MESICNE;1997-07-24;Salary account
2723;75;POPLATEK MESICNE;1995-03-12;Savings account
2724;11;POPLATEK MESICNE;1996-08-09;Savings account
2725;52;POPLATEK MESICNE;1997-04-02;NRI account
2726;18;POPLATEK MESICNE;1995-04-20;Savings account
2727;1;POPLATEK MESICNE;1995-10-25;Salary account
2728;52;POPLATEK TYDNE;1997-07-06;Salary account
2729;40;POPLATEK MESICNE;1995-01-16;Savings account
2730;23;POPLATEK MESICNE;1996-05-02;Salary account
2731;1;POPLATEK MESICNE;1995-09-26;NRI account
2732;5;POPLATEK MESICNE;1993-07-27;Savings account
2733;76;POPLATEK MESICNE;1993-12-22;NRI account
2734;53;POPLATEK MESICNE;1996-12-16;NRI account
2736;72;POPLATEK MESICNE;1993-07-02;Savings account
2737;69;POPLATEK MESICNE;1996-07-06;Salary account
2738;41;POPLATEK MESICNE;1993-11-12;NRI account
2739;59;POPLATEK MESICNE;1993-11-29;Salary account
2740;14;POPLATEK MESICNE;1994-05-08;Salary account
2741;15;POPLATEK MESICNE;1993-06-07;Savings account
2742;23;POPLATEK MESICNE;1994-10-15;Savings account
2743;51;POPLATEK MESICNE;1997-05-22;Salary account
2744;70;POPLATEK TYDNE;1997-04-19;Salary account
2745;60;POPLATEK MESICNE;1997-09-28;NRI account
2746;24;POPLATEK MESICNE;1996-08-23;NRI account
2747;1;POPLATEK MESICNE;1994-08-14;Savings account
2749;1;POPLATEK MESICNE;1994-05-23;Salary account
2750;13;POPLATEK MESICNE;1995-04-13;NRI account
2751;31;POPLATEK MESICNE;1995-04-28;Savings account
2752;74;POPLATEK MESICNE;1996-05-15;Salary account
2753;26;POPLATEK MESICNE;1996-02-13;Savings account
2754;57;POPLATEK TYDNE;1996-01-26;Savings account
2755;20;POPLATEK MESICNE;1995-01-26;NRI account
2756;24;POPLATEK MESICNE;1997-10-21;Savings account
2757;54;POPLATEK MESICNE;1996-05-14;Savings account
2758;70;POPLATEK MESICNE;1993-05-19;Savings account
2759;46;POPLATEK MESICNE;1996-10-23;Salary account
2760;10;POPLATEK MESICNE;1997-03-14;NRI account
2761;1;POPLATEK MESICNE;1996-12-26;Savings account
2762;19;POPLATEK MESICNE;1993-03-20;Savings account
2763;64;POPLATEK MESICNE;1993-02-11;Savings account
2764;53;POPLATEK MESICNE;1996-08-15;Salary account
2765;69;POPLATEK MESICNE;1997-09-20;NRI account
2766;31;POPLATEK MESICNE;1997-02-20;NRI account
2767;54;POPLATEK MESICNE;1996-03-23;Salary account
2768;73;POPLATEK MESICNE;1993-12-20;Savings account
2770;42;POPLATEK MESICNE;1993-12-25;Salary account
2771;37;POPLATEK MESICNE;1993-08-18;Savings account
2772;11;POPLATEK MESICNE;1996-02-24;NRI account
2773;38;POPLATEK MESICNE;1996-06-23;NRI account
2774;42;POPLATEK MESICNE;1996-02-05;Savings account
2775;30;POPLATEK MESICNE;1997-12-08;Savings account
2776;23;POPLATEK MESICNE;1997-08-10;Savings account
2777;62;POPLATEK MESICNE;1996-12-25;NRI account
2778;38;POPLATEK MESICNE;1993-12-30;NRI account
2779;73;POPLATEK MESICNE;1993-06-15;Savings account
2780;63;POPLATEK MESICNE;1995-12-29;NRI account
2781;16;POPLATEK MESICNE;1995-06-20;NRI account
2782;1;POPLATEK MESICNE;1997-02-27;Salary account
2783;43;POPLATEK MESICNE;1995-11-23;NRI account
2784;40;POPLATEK MESICNE;1997-10-30;NRI account
2787;1;POPLATEK MESICNE;1997-12-07;NRI account
2788;54;POPLATEK MESICNE;1994-10-12;NRI account
2789;14;POPLATEK MESICNE;1994-01-01;Salary account
2790;1;POPLATEK MESICNE;1994-10-18;Savings account
2791;25;POPLATEK MESICNE;1997-12-19;Savings account
2792;1;POPLATEK MESICNE;1996-08-26;NRI account
2793;47;POPLATEK MESICNE;1993-10-09;Savings account
2794;74;POPLATEK MESICNE;1996-08-08;Savings account
2795;11;POPLATEK MESICNE;1996-08-20;Savings account
2796;5;POPLATEK TYDNE;1997-12-08;Salary account
2797;74;POPLATEK MESICNE;1997-02-26;NRI account
2798;70;POPLATEK MESICNE;1994-08-24;Savings account
2799;54;POPLATEK TYDNE;1994-04-03;Salary account
2800;41;POPLATEK MESICNE;1997-05-08;Savings account
2801;11;POPLATEK MESICNE;1996-09-23;NRI account
2802;1;POPLATEK MESICNE;1993-09-16;NRI account
2803;58;POPLATEK MESICNE;1995-12-01;Salary account
2804;53;POPLATEK MESICNE;1996-02-22;Salary account
2805;39;POPLATEK MESICNE;1996-05-20;Salary account
2806;53;POPLATEK MESICNE;1997-06-26;Salary account
2807;42;POPLATEK MESICNE;1996-10-04;Salary account
2808;1;POPLATEK MESICNE;1994-12-18;Salary account
2809;73;POPLATEK MESICNE;1994-12-08;NRI account
2810;66;POPLATEK MESICNE;1995-03-16;Savings account
2811;4;POPLATEK MESICNE;1996-01-02;Savings account
2812;18;POPLATEK MESICNE;1996-07-05;Salary account
2813;24;POPLATEK MESICNE;1993-12-15;Savings account
2814;72;POPLATEK MESICNE;1993-04-25;Savings account
2816;74;POPLATEK MESICNE;1997-05-04;Savings account
2817;56;POPLATEK MESICNE;1993-04-07;Savings account
2818;40;POPLATEK MESICNE;1993-07-21;Savings account
2819;35;POPLATEK MESICNE;1994-07-16;Salary account
2820;36;POPLATEK MESICNE;1997-12-11;NRI account
2821;54;POPLATEK MESICNE;1996-07-12;Savings account
2823;57;POPLATEK MESICNE;1993-04-18;Savings account
2824;11;POPLATEK MESICNE;1993-10-20;NRI account
2825;54;POPLATEK MESICNE;1996-07-10;NRI account
2826;35;POPLATEK MESICNE;1996-11-20;Salary account
2827;70;POPLATEK MESICNE;1996-12-18;Salary account
2829;66;POPLATEK MESICNE;1997-08-18;Salary account
2830;20;POPLATEK MESICNE;1995-08-04;NRI account
2831;1;POPLATEK MESICNE;1997-11-10;Savings account
2832;12;POPLATEK MESICNE;1997-11-22;Salary account
2833;64;POPLATEK MESICNE;1995-08-30;Salary account
2834;70;POPLATEK MESICNE;1995-10-14;NRI account
2835;73;POPLATEK MESICNE;1995-10-03;Salary account
2836;42;POPLATEK MESICNE;1995-11-18;NRI account
2837;46;POPLATEK MESICNE;1996-06-02;NRI account
2838;3;POPLATEK TYDNE;1993-04-13;NRI account
2839;70;POPLATEK MESICNE;1995-04-04;NRI account
2840;15;POPLATEK MESICNE;1994-10-09;NRI account
2841;71;POPLATEK MESICNE;1993-07-27;NRI account
2842;14;POPLATEK MESICNE;1993-12-29;Salary account
2843;30;POPLATEK MESICNE;1997-03-29;NRI account
2844;43;POPLATEK MESICNE;1996-01-19;Salary account
2845;62;POPLATEK MESICNE;1997-08-21;Salary account
2846;1;POPLATEK MESICNE;1997-09-27;NRI account
2847;75;POPLATEK MESICNE;1994-05-08;Savings account
2849;1;POPLATEK MESICNE;1993-09-16;Savings account
2850;57;POPLATEK MESICNE;1997-11-22;Savings account
2851;17;POPLATEK MESICNE;1995-12-02;Salary account
2852;70;POPLATEK MESICNE;1996-12-29;NRI account
2853;54;POPLATEK MESICNE;1995-09-08;NRI account
2854;1;POPLATEK MESICNE;1997-01-18;Salary account
2855;27;POPLATEK MESICNE;1995-08-21;NRI account
2856;25;POPLATEK MESICNE;1995-03-18;Salary account
2857;19;POPLATEK MESICNE;1997-04-28;Salary account
2858;56;POPLATEK MESICNE;1995-08-22;NRI account
2859;11;POPLATEK MESICNE;1993-10-23;Savings account
2860;54;POPLATEK TYDNE;1997-05-30;NRI account
2861;38;POPLATEK MESICNE;1993-02-10;Salary account
2862;33;POPLATEK MESICNE;1993-06-07;Salary account
2863;14;POPLATEK MESICNE;1996-01-21;Salary account
2864;54;POPLATEK MESICNE;1996-03-16;Salary account
2865;1;POPLATEK MESICNE;1995-03-03;NRI account
2866;43;POPLATEK MESICNE;1995-09-13;Salary account
2867;30;POPLATEK MESICNE;1993-11-04;Salary account
2868;1;POPLATEK MESICNE;1994-06-15;NRI account
2869;68;POPLATEK MESICNE;1996-09-27;NRI account
2870;1;POPLATEK MESICNE;1996-06-18;Savings account
2871;52;POPLATEK MESICNE;1995-10-30;Savings account
2872;1;POPLATEK MESICNE;1996-09-04;Savings account
2873;70;POPLATEK MESICNE;1996-12-13;Savings account
2874;32;POPLATEK MESICNE;1997-04-02;Salary account
2875;19;POPLATEK MESICNE;1996-12-24;NRI account
2876;52;POPLATEK MESICNE;1993-04-22;Salary account
2877;37;POPLATEK MESICNE;1995-06-04;NRI account
2878;1;POPLATEK MESICNE;1997-06-14;NRI account
2879;15;POPLATEK MESICNE;1997-10-14;NRI account
2880;71;POPLATEK MESICNE;1993-06-16;Salary account
2881;70;POPLATEK MESICNE;1993-01-04;Salary account
2882;44;POPLATEK MESICNE;1996-07-20;Salary account
2883;77;POPLATEK MESICNE;1997-06-29;Salary account
2884;1;POPLATEK MESICNE;1993-02-08;Savings account
2885;1;POPLATEK MESICNE;1996-09-04;Savings account
2886;1;POPLATEK MESICNE;1994-04-08;Salary account
2887;76;POPLATEK MESICNE;1996-07-13;Salary account
2888;19;POPLATEK MESICNE;1996-05-23;Savings account
2889;8;POPLATEK MESICNE;1996-03-23;Salary account
2890;69;POPLATEK MESICNE;1996-02-07;Savings account
2891;42;POPLATEK MESICNE;1997-05-28;Salary account
2892;64;POPLATEK MESICNE;1997-12-16;Savings account
2893;39;POPLATEK MESICNE;1996-02-08;Savings account
2894;17;POPLATEK MESICNE;1993-08-28;NRI account
2895;19;POPLATEK MESICNE;1993-03-09;Savings account
2896;29;POPLATEK MESICNE;1993-03-30;Savings account
2897;51;POPLATEK MESICNE;1997-10-11;Savings account
2898;54;POPLATEK MESICNE;1996-11-23;Salary account
2899;40;POPLATEK MESICNE;1997-04-03;NRI account
2900;20;POPLATEK MESICNE;1997-05-14;NRI account
2901;1;POPLATEK MESICNE;1997-04-09;Savings account
2902;32;POPLATEK MESICNE;1993-01-28;Savings account
2903;38;POPLATEK MESICNE;1994-05-19;Savings account
2904;13;POPLATEK MESICNE;1996-03-20;NRI account
2905;74;POPLATEK MESICNE;1994-10-03;Savings account
